name,status,oldPrerequisite,newPrerequisite,prerequisiteChanged,oldBenefit,newEffect,oldSummary,newSummary,sourceUrl
Echani Training,updated,"Dexterity 13, Martial Arts I","Dexterity 13, Martial Arts I",no,"You can double the damage bonus provided by your Strength modifier to Unarmed Attacks (minimum +1) provided you make only one Unarmed attack this turn.

Once per encounter when you deal damage to a target with an Unarmed Attack you may make an immediate Unarmed Attack against the target's Fortitude Defense as a Free Action; if successful, you knock your opponent to the ground (Prone) in their current square, provided they are no more than one size larger than you.

Special: Targets gain a bonus to their Fortitude Defense against being knocked Prone based on their size: Large +5, Huge +10, Gargantuan +20, Colossal +50. Unusually stable creatures (such as those with four legs) gain a +5 bonus to their Fortitude Defense against being knock Prone as well.","You can double the damage bonus provided by your Strength modifier to Unarmed Attacks (minimum +1) provided you make only one Unarmed attack this turn.

Once per encounter when you deal damage to a target with an Unarmed Attack you may make an immediate Unarmed Attack against the target's Fortitude Defense as a Free Action; if successful, you knock your opponent to the ground (Prone) in their current square, provided they are no more than one size larger than you.",You can double the damage bonus provided by your Strength modifier to Unarmed Attacks (minimum +1) provided you make only one Unarmed attack this turn.,"In Unarmed combat, increase damage, and knock opponent Prone on Critical Hit.",https://swse.fandom.com/wiki/Echani_Training
Impetuous Move,updated,Constitution 13,Constitution 13,no,Move when you catch a Second Wind.,"When you catch a Second Wind, you can choose to regain only half of the Hit Points you normally would with a Second Wind and immediately Move up to half of your Speed. This movement does not provoke Attacks of Opportunity.",Move when you catch a Second Wind.,Move when you catch a Second Wind.,https://swse.fandom.com/wiki/Impetuous_Move
Strafe,updated,Base Attack Bonus +1,Base Attack Bonus +1,no,Attack multiple targets as you move past them.,"When you make an Autofire attack, instead of attacking a 2-square-by-2-square area, you may attack a line 1 square wide and 4 squares long.",Attack multiple targets as you move past them.,Attack multiple targets as you move past them.,https://swse.fandom.com/wiki/Strafe
Brink of Death,updated,None,None,no,Attacks that would kill your enemy reduces them to 0 Hit Points instead.,"When you deal sufficient damage on an attack to kill a target, you may instead choose to reduce the target to 0 Hit Points, leaving it Unconscious but alive. Normal rules for being at 0 Hit Points apply.",Attacks that would kill your enemy reduces them to 0 Hit Points instead.,Attacks that would kill your enemy reduces them to 0 Hit Points instead.,https://swse.fandom.com/wiki/Brink_of_Death
Droid Focus,updated,Trained in Mechanics and Use Computer,Trained in Mechanics and Use Computer,no,+1 bonus to certain Skills and Defenses when dealing with a selected class of Droid.,"Select a degree of Droid (1st-Degree, 2nd-Degree, 3rd-Degree, 4th-Degree, or 5th-Degree). You gain a +1 bonus to Deception, Mechanics, Perception, Persuasion, and Use Computer checks when used on or against a Droid of the selected degree, and a +1 bonus to all Defenses against attack rolls and Skill Checks made by Droids of the selected degree.",+1 bonus to certain Skills and Defenses when dealing with a selected class of Droid.,+1 bonus to certain Skills and Defenses when dealing with a selected class of Droid.,https://swse.fandom.com/wiki/Droid_Focus
Friendly Fire Avoidance,db_only_not_updated,"Dex 13, Point Blank Shot","Dex 13, Point Blank Shot",no,You may choose to exclude a number of squares equal to your Dexterity modifier from the area of effect of your autofire attacks.,You may choose to exclude a number of squares equal to your Dexterity modifier from the area of effect of your autofire attacks.,You may choose to exclude a number of squares equal to your Dexterity modifier from the area of effect of your autofire attacks.,You may choose to exclude a number of squares equal to your Dexterity modifier from the area of effect of your autofire attacks.,
Metamorph,updated,"Constitution 13, Shapeshift Species Trait, Trained in Deception","Constitution 13, Shapeshift Species Trait, Trained in Deception",no,Change your size.,"As a Full-Round Action, you can change your mass when you use your Shapeshift Species Trait, increasing or decreasing your size by one step. You can maintain this form for a number of rounds per day equal to your Constitution score.

If you reduce your size to Small, you gain a +1 size bonus to your Reflex Defense and a +5 size bonus on Stealth checks, but your Carrying Capacity is three-quarters of what it was prior to your use of Metamorph.

If you increase your size to Large, you take a -1 penalty to your Reflex Defense and a -5 penalty on Stealth checks. However, your Carrying Capacity doubles, you gain a +5 size bonus to your Damage Threshold, and your Reach increases by 1 square.",Change your size.,Change your size.,https://swse.fandom.com/wiki/Metamorph
Read the Winds,db_only_not_updated,Kel Dor,Kel Dor,no,Detect hidden enemies within 10 squares of you.,Detect hidden enemies within 10 squares of you.,Detect hidden enemies within 10 squares of you.,Detect hidden enemies within 10 squares of you.,
Resilient Will,db_only_not_updated,Wis 13,Wis 13,no,You gain a +2 bonus on Will Defense against effects that target Wisdom and may reroll a failed check once per encounter.,You gain a +2 bonus on Will Defense against effects that target Wisdom and may reroll a failed check once per encounter.,You gain a +2 bonus on Will Defense against effects that target Wisdom and may reroll a failed check once per encounter.,You gain a +2 bonus on Will Defense against effects that target Wisdom and may reroll a failed check once per encounter.,
Sure Climber,db_only_not_updated,Sullustan,Sullustan,no,Gain a Climb Speed of 4 squares.,Gain a Climb Speed of 4 squares.,Gain a Climb Speed of 4 squares.,Gain a Climb Speed of 4 squares.,
Improved Defenses,updated,None,None,no,Gain +1 bonus to all Defenses.,"You gain a +1 bonus to your Reflex Defense, Fortitude Defense, and Will Defense.",Gain +1 bonus to all Defenses.,Gain +1 bonus to all Defenses.,https://swse.fandom.com/wiki/Improved_Defenses
Gungan Weapon Master,db_only_not_updated,Gungan,Gungan,no,Increase the die type when adding Force Points to attacks with an Atlatl or Cesta.,Increase the die type when adding Force Points to attacks with an Atlatl or Cesta.,Increase the die type when adding Force Points to attacks with an Atlatl or Cesta.,Increase the die type when adding Force Points to attacks with an Atlatl or Cesta.,
Nature Specialist,db_only_not_updated,Ithorian,Ithorian,no,Increase the die type when adding Force Points to a Knowledge (Life Sciences) check.,Increase the die type when adding Force Points to a Knowledge (Life Sciences) check.,Increase the die type when adding Force Points to a Knowledge (Life Sciences) check.,Increase the die type when adding Force Points to a Knowledge (Life Sciences) check.,
Surgical Expertise,updated,Trained in Treat Injury,Trained in Treat Injury,no,You can perform Surgery in 10 minutes instead of 1 hour.,You can perform Surgery in 10 minutes.,You can perform Surgery in 10 minutes instead of 1 hour.,You can perform Surgery in 10 minutes instead of 1 hour.,https://swse.fandom.com/wiki/Surgical_Expertise
Unstoppable Combatant,updated,Extra Second Wind,Extra Second Wind,no,Catch more than one Second Wind in an encounter.,You can catch more than one Second Wind per encounter.,Catch more than one Second Wind in an encounter.,Catch more than one Second Wind in an encounter.,https://swse.fandom.com/wiki/Unstoppable_Combatant
Artillery Shot,updated,None,None,no,You increase the efficiency of your Burst and Splash weapon attacks.,"When you make an attack with a Burst or Splash weapon with which you are proficient against a target at greater than Point-Blank Range, you can affect two additional squares adjacent to the normal Burst radius or Splash area.",You increase the efficiency of your Burst and Splash weapon attacks.,You increase the efficiency of your Burst and Splash weapon attacks.,https://swse.fandom.com/wiki/Artillery_Shot
Autofire Sweep,updated,Weapon Focus (Chosen Weapon),Weapon Focus (Chosen Weapon),no,Sweep a wide area while using Autofire mode.,"When making an Autofire attack with a weapon with which you possess the Weapon Focus feat, you can attack all targets in a 6-Square Cone. The origin square of the cone can be any square in your line of sight and within Point-Blank Range.",Sweep a wide area while using Autofire mode.,Sweep a wide area while using Autofire mode.,https://swse.fandom.com/wiki/Autofire_Sweep
Bantha Rush,updated,"Strength 13, Base Attack Bonus +1","Strength 13, Base Attack Bonus +1",no,Push opponent 1 square after making a successful melee attack.,"After making a successful melee attack against an opponent up to one size category larger than you, you can choose to move that opponent 1 square in any direction as a Free Action. You can't Bantha Rush an opponent that's being Grabbed or Grappled, and you can't Bantha Rush your opponent into a solid object or another creature's Fighting Space.",Push opponent 1 square after making a successful melee attack.,Push opponent 1 square after making a successful melee attack.,https://swse.fandom.com/wiki/Bantha_Rush
Jedi Familiarity,updated,None,None,no,Gain one temporary Force Point when targeted by an ally's Force Power or Force Talent.,"Once per encounter, when you are targeted or affected by a Force Power or Force Talent originating from an ally, you gain one temporary Force Point, which must be spent before the end of the encounter or it goes away. If the Force Power or Force Talent damages you or moves you down the Condition Track, you do not gain the benefit of this Feat.",Gain one temporary Force Point when targeted by an ally's Force Power or Force Talent.,Gain one temporary Force Point when targeted by an ally's Force Power or Force Talent.,https://swse.fandom.com/wiki/Jedi_Familiarity
